Scheme Name       Net Asset Value
Axis Corporate Bond Fund - Regular Plan - Daily IDCW	10.2347
Axis Corporate Bond Fund - Regular Plan - Monthly IDCW	10.2590
Axis Corporate Bond Fund - Regular Plan - Regular IDCW	13.4918
Axis Corporate Bond Fund - Regular Plan - Weekly IDCW	10.2586
Axis Corporate Bond Fund - Regular Plan Growth	17.4624
BANDHAN Corporate Bond Fund - Direct Annual IDCW	10.7229
BANDHAN Corporate Bond Fund - Direct Growth	20.2057
BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW	11.5706
BANDHAN Corporate Bond Fund - Direct Monthly IDCW	10.3989
BANDHAN Corporate Bond Fund - Direct Periodic IDCW	13.4051
BANDHAN Corporate Bond Fund - Direct Quarterly IDCW	10.6516
BANDHAN Corporate Bond Fund - Regular Annual IDCW	10.6970
BANDHAN Corporate Bond Fund - Regular Growth	19.6038
BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW	10.9680
BANDHAN Corporate Bond Fund - Regular Monthly IDCW	10.6523
BANDHAN Corporate Bond Fund - Regular Periodic IDCW	13.2155
BANDHAN Corporate Bond Fund - Regular Quarterly IDCW	10.6865
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option	11.7289
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option	32.5834
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option	10.4791
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option	10.4724
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option	11.9882
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option	29.9081
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option	10.6604
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option	10.6981
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION	11.6529
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION	28.1518
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION	10.5211
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION	10.4838
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION	23.7037
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	12.6223
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION	22.0807
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	11.7754
DSP Corporate Bond Fund - Direct - Growth	16.5972
DSP Corporate Bond Fund - Direct - IDCW	11.7367
DSP Corporate Bond Fund - Direct - IDCW - Monthly	10.6161
DSP Corporate Bond Fund - Direct - IDCW - Quarterly 	11.3767
DSP Corporate Bond Fund - Regular - Growth	16.3005
DSP Corporate Bond Fund - Regular - IDCW	11.6978
DSP Corporate Bond Fund - Regular - IDCW - Monthly	10.5916
DSP Corporate Bond Fund - Regular - IDCW - Quarterly 	10.7278
Franklin India Corporate Debt Fund - Direct - Bonus	0.0000
Franklin India Corporate Debt Fund - Direct - GROWTH	110.4066
Franklin India Corporate Debt Fund - Growth	101.7812
Franklin India Corporate Debt Fund - Monthly Bonus	0.0000
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW	17.3752
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW	19.5421
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW	14.8331
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW	17.3143
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW	13.7736
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW	12.5799
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW	15.4178
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW	12.1060
HDFC Corporate Bond Fund - Growth Option	33.2221
HDFC Corporate Bond Fund - Growth Option - Direct Plan	33.9727
HDFC Corporate Bond Fund - IDCW Option	20.1116
HDFC Corporate Bond Fund - IDCW Option - Direct Plan	20.816
HDFC Corporate Bond Fund - Quarterly IDCW Option	10.5573
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan	10.4548
HSBC Corporate Bond Fund - Direct Annual IDCW	12.2686
HSBC Corporate Bond Fund - Direct Growth	79.7581
HSBC Corporate Bond Fund - Direct Quarterly IDCW	11.4796
HSBC Corporate Bond Fund - Direct Semi Annual IDCW	20.0493
HSBC Corporate Bond Fund - Regular Annual IDCW	11.9969
HSBC Corporate Bond Fund - Regular Growth	74.8247
HSBC Corporate Bond Fund - Regular Quarterly IDCW	11.0709
HSBC Corporate Bond Fund - Regular Semi Annual IDCW	16.7524
HSBC Corporate Bond Fund -Regular Plan - Bonus	28.4224
ICICI Prudential Corporate Bond Fund - Bonus	14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW	10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW	10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW	12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth	31.9712
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option	12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2884
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW	15.5268
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW	10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW	10.2243
ICICI Prudential Corporate Bond Fund - Growth	30.5023
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option	12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW	10.4430
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend	10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend	10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW	10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW	11.2234
ICICI Prudential Corporate Bond Fund Retail Daily Dividend	10.0275
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend	10.3041
ICICI Prudential Corporate Bond Fund Retail Growth	22.7853
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend	10.3008
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend	10.9335
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend	10.2202
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment)	2004.6324
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)	1282.7901
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	3483.5487
Invesco India Corporate Bond Fund - Direct Plan - Growth	3482.4369
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1264.3221
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)	1170.749
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment)	3409.6856
Invesco India Corporate Bond Fund - Growth	3245.8642
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment)	1860.4213
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment)	1165.3088
Kotak Coporate Bond Fund- Retail Plan-Growth Option	2034.9063
Kotak Corporate Bond Fund- Direct Plan- Growth Option	4032.5821
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option	1072.834
Kotak Corporate Bond Fund- Institutional Plan-Growth Option	2090.4924
Kotak Corporate Bond Fund- Regular Plan-Growth Option	3858.2923
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option	1256.8831
